********************************************************************************
SetName: NMCPD_D
Author: Emanuele R. Nocera enocera@nikhef.nl
Date: January 2020
CodesUsed: APFEL + validphys
TheoryInput: NNPDF3.1 alphas(MZ)=0.118
PDFset: NNPDF31_nnlo_as_0118
Warnings:
********************************************************************************
2.3433050665	0.0495151892
2.2359552082	0.0421812971
2.4461676896	0.0490980739
2.3419761895	0.0414431202
2.241233027	0.0348938863
2.5347700723	0.0432916515
2.4454442435	0.0380227375
2.3513204862	0.0329687896
2.2573894005	0.0283025964
2.6062455882	0.0429718451
2.5320743907	0.0376592796
2.4536302826	0.032777834
2.3729921692	0.0286659894
2.3027705568	0.0253898864
2.2421356371	0.0228177104
2.6676433748	0.046331225
2.6098374375	0.0410931535
2.5469578008	0.036281831
2.4817685846	0.033076746
2.4255606299	0.0297290556
2.3719414127	0.0263382381
2.3217976796	0.0234957943
2.7081479143	0.0440621535
2.6680353616	0.0370171282
2.6252494831	0.0304531822
2.5826430518	0.0256228088
2.5427544631	0.0234849734
2.5019470108	0.0218505274
2.4632607488	0.0204295242
2.4284451992	0.0191648892
2.7393933555	0.0339193336
2.7098930255	0.0306420599
2.6777749456	0.0272208761
2.6459737581	0.0249236826
2.6190137293	0.0238753542
2.5919500879	0.0219351354
2.5663296742	0.0202144427
2.5437570385	0.0188544541
2.5243245033	0.0178548689
2.7548516546	0.0309515663
2.7366501937	0.0275936842
2.7174122056	0.0242591368
2.6984317387	0.0218088382
2.6825113528	0.0207657999
2.667226697	0.0199590939
2.6523416451	0.0191591773
2.6392072255	0.0185353578
2.6288259741	0.0180919761
2.6216749267	0.0177795397
2.7769243323	0.0300994662
2.7713940707	0.0265902499
2.7671035749	0.0239340506
2.7641835166	0.0223066543
2.7628413573	0.0213520641
2.7626104744	0.020713031
2.7642081096	0.0202393891
2.7664118689	0.0198972787
2.7701711376	0.0196895506
2.7750739474	0.0195342723
2.8410505435	0.0315743758
2.8490141293	0.0285828141
2.8603946909	0.0258735286
2.8747807252	0.0243072206
2.8895851491	0.0235104114
2.906893539	0.0230150524
2.9262404007	0.0227441232
2.9479894863	0.0225852358
2.9692069751	0.0224898086
2.990963225	0.0224095613
3.014110552	0.0223380664
2.9787165744	0.0337539419
3.0007275021	0.0298757335
3.0321126543	0.0274460178
3.0668798605	0.0260034459
3.1005242936	0.0250494
3.1377495853	0.0242405364
3.1781043421	0.0240601741
3.2211888793	0.0241417061
3.2634117259	0.0242758133
3.3050100684	0.0244045959
3.3489713129	0.0245240964
3.2542162477	0.0332896297
3.3034222281	0.0311829592
3.365244812	0.0300582672
3.423715511	0.0299932983
3.4872442956	0.0281676516
3.5546421467	0.026710164
3.626395505	0.0264154876
3.6964153363	0.026454227
3.7656586097	0.0266072294
3.8388047667	0.0268517408
3.9253466103	0.0272041727
3.9776927735	0.0496005835
4.084919556	0.044097289
4.1936673489	0.0407952626
4.3077516	0.0400214447
4.4314617052	0.0382883636
4.561731516	0.0370221253
4.6882900795	0.0371823898
4.8142531278	0.0374370332
4.94934626	0.0379111766
5.1344103664	0.0387634379
6.0526307293	0.0940067267
6.338880932	0.0804997012
6.6199560083	0.0764653482
6.9121609227	0.0718614389
7.1926948164	0.0717584801
7.4741170764	0.0728235413
7.7677645625	0.074453175
8.2005844864	0.0778335948
11.484572361	0.2172711739
12.1751218916	0.2101553469
12.8326563456	0.2110638438
13.492393336	0.2169830712
14.1977568815	0.2261471186
15.2544968681	0.2450739818
31.7652878952	1.2849539919
34.4909939836	1.3990841651
37.1899314218	1.5435228292
40.0801521053	1.6712822842
44.4054359036	1.8451252942

