********************************************************************************
SetName: DYE886_D
Author: Emanuele R. Nocera enocera@nikhef.nl
Date: January 2020
CodesUsed: APFEL + validphys
TheoryInput: NNPDF3.1 alphas(MZ)=0.118
PDFset: NNPDF31_nnlo_as_0118
Warnings:
********************************************************************************
0.5823415166	0.0314247847
0.3776631584	0.0197286452
0.3621721431	0.019677346
0.4006189372	0.0224200132
0.4698633731	0.0270063309
0.4900900092	0.0271922203
0.5172769574	0.027596846
0.5570809163	0.0300823823
0.6320079958	0.0346013583
0.7482641895	0.0416473642
0.9993057306	0.0630745865
1.3605361369	0.1109912963
1.8704099207	0.1883134532
2.6944479621	0.3790651237
4.0992300452	0.9068494371


