H1_DIS_JETS_HQ	14	24
   1	JET	7.500000000000e-01	1.210000000000e+02	3.190000000000e+02	7.060000000000e+01	2.700000000000e+00	2.047400000000e+00	2.900000000000e+00	3.530000000000e-01	5.000000000000e-01	1.447730423801e+00	2.050609665441e+00	1.447730423801e+00	2.050609665441e+00	3.530000000000e-01	5.000000000000e-01	3.530000000000e-01	5.000000000000e-01	-3.883000000000e-01	-5.500000000000e-01	-3.883000000000e-01	-5.500000000000e-01	4.492956487659e-01	6.363961030679e-01	-4.992173875177e-01	-7.071067811865e-01	1.497652162553e+00	2.121320343560e+00	-1.996869550071e-01	-2.828427124746e-01	1.447730423801e+00	-2.828427124746e-01	3.530000000000e-01	5.000000000000e-01	
   2	JET	7.500000000000e-01	3.240000000000e+02	3.190000000000e+02	3.100000000000e+01	4.100000000000e+00	8.990000000000e-01	2.900000000000e+00	1.550000000000e-01	5.000000000000e-01	9.644936495385e-01	3.111269837221e+00	9.644936495385e-01	3.111269837221e+00	4.340000000000e-01	1.400000000000e+00	4.340000000000e-01	1.400000000000e+00	-3.875000000000e-01	-1.250000000000e+00	-3.875000000000e-01	-1.250000000000e+00	1.315218613007e-01	4.242640687119e-01	-1.096015510839e-01	-3.535533905933e-01	1.096015510839e-01	3.535533905933e-01	-1.534421715175e-01	-4.949747468306e-01	9.644936495385e-01	-2.121320343560e-01	1.550000000000e-01	5.000000000000e-01	
   3	JET	7.500000000000e-01	9.000000000000e+02	3.190000000000e+02	8.070000000000e+00	6.400000000000e+00	2.340300000000e-01	2.900000000000e+00	4.035000000000e-02	5.000000000000e-01	3.024366413813e-01	3.747665940289e+00	3.024366413813e-01	3.747665940289e+00	1.412250000000e-01	1.750000000000e+00	1.412250000000e-01	1.750000000000e+00	-1.371900000000e-01	-1.700000000000e+00	-1.371900000000e-01	-1.700000000000e+00	1.711905517253e-02	2.121320343560e-01	-5.706351724175e-03	-7.071067811865e-02	2.853175862088e-02	3.535533905933e-01	-2.282540689670e-02	-2.828427124746e-01	3.024366413813e-01	-7.071067811865e-02	4.035000000000e-02	5.000000000000e-01	
   4	JET	7.500000000000e-01	2.500000000000e+03	3.190000000000e+02	9.180000000000e-01	1.530000000000e+01	2.662200000000e-02	2.900000000000e+00	4.590000000000e-03	5.000000000000e-01	8.373699924167e-02	9.121677477306e+00	8.373699924167e-02	9.121677477306e+00	5.370300000000e-02	5.850000000000e+00	5.370300000000e-02	5.850000000000e+00	-2.432700000000e-02	-2.650000000000e+00	-2.432700000000e-02	-2.650000000000e+00	1.298248050259e-03	1.414213562373e-01	-6.491240251293e-04	-7.071067811865e-02	0.000000000000e+00	0.000000000000e+00	-3.245620125646e-03	-3.535533905933e-01	8.373699924167e-02	-1.414213562373e-01	4.590000000000e-03	5.000000000000e-01	
   5	JET	7.500000000000e-01	1.210000000000e+02	3.190000000000e+02	5.480000000000e+01	3.000000000000e+00	1.589200000000e+00	2.900000000000e+00	2.740000000000e-01	5.000000000000e-01	1.123734096662e+00	2.050609665441e+00	1.123734096662e+00	2.050609665441e+00	1.644000000000e-01	3.000000000000e-01	1.644000000000e-01	3.000000000000e-01	-2.740000000000e-01	-5.000000000000e-01	-2.740000000000e-01	-5.000000000000e-01	4.649934193083e-01	8.485281374239e-01	-3.874945160902e-01	-7.071067811865e-01	3.487450644812e-01	6.363961030679e-01	-2.324967096541e-01	-4.242640687119e-01	1.123734096662e+00	-2.121320343560e-01	2.740000000000e-01	5.000000000000e-01	
   6	JET	7.500000000000e-01	3.240000000000e+02	3.190000000000e+02	2.680000000000e+01	4.100000000000e+00	7.772000000000e-01	2.900000000000e+00	1.340000000000e-01	5.000000000000e-01	9.096221633184e-01	3.394112549695e+00	9.096221633184e-01	3.394112549695e+00	4.556000000000e-01	1.700000000000e+00	4.556000000000e-01	1.700000000000e+00	-3.216000000000e-01	-1.200000000000e+00	-3.216000000000e-01	-1.200000000000e+00	7.580184694320e-02	2.828427124746e-01	-7.580184694320e-02	-2.828427124746e-01	1.137027704148e-01	4.242640687119e-01	-1.137027704148e-01	-4.242640687119e-01	9.096221633184e-01	-2.121320343560e-01	1.340000000000e-01	5.000000000000e-01	
   7	JET	7.500000000000e-01	9.000000000000e+02	3.190000000000e+02	7.010000000000e+00	6.600000000000e+00	2.032900000000e-01	2.900000000000e+00	3.505000000000e-02	5.000000000000e-01	3.172363863115e-01	4.525483399594e+00	3.172363863115e-01	4.525483399594e+00	1.682400000000e-01	2.400000000000e+00	1.682400000000e-01	2.400000000000e+00	-1.191700000000e-01	-1.700000000000e+00	-1.191700000000e-01	-1.700000000000e+00	9.913637072235e-03	1.414213562373e-01	-9.913637072235e-03	-1.414213562373e-01	2.478409268059e-02	3.535533905933e-01	-2.974091121671e-02	-4.242640687119e-01	3.172363863115e-01	-2.828427124746e-01	3.505000000000e-02	5.000000000000e-01	
   8	JET	7.500000000000e-01	2.500000000000e+03	3.190000000000e+02	8.520000000000e-01	1.520000000000e+01	2.470800000000e-02	2.900000000000e+00	4.260000000000e-03	5.000000000000e-01	4.458166834025e-02	5.232590180780e+00	4.458166834025e-02	5.232590180780e+00	1.959600000000e-02	2.300000000000e+00	1.959600000000e-02	2.300000000000e+00	-2.044800000000e-02	-2.400000000000e+00	-2.044800000000e-02	-2.400000000000e+00	0.000000000000e+00	0.000000000000e+00	-1.204909955142e-03	-1.414213562373e-01	0.000000000000e+00	0.000000000000e+00	6.024549775709e-04	7.071067811865e-02	4.458166834025e-02	-2.121320343560e-01	4.260000000000e-03	5.000000000000e-01	
   9	JET	7.500000000000e-01	1.210000000000e+02	3.190000000000e+02	5.220000000000e+01	3.000000000000e+00	1.513800000000e+00	2.900000000000e+00	2.610000000000e-01	5.000000000000e-01	1.181151167294e+00	2.262741699797e+00	1.181151167294e+00	2.262741699797e+00	3.915000000000e-01	7.500000000000e-01	3.915000000000e-01	7.500000000000e-01	-2.610000000000e-01	-5.000000000000e-01	-2.610000000000e-01	-5.000000000000e-01	3.691097397794e-01	7.071067811865e-01	-3.691097397794e-01	-7.071067811865e-01	2.583768178456e-01	4.949747468306e-01	-3.691097397794e-01	-7.071067811865e-01	1.181151167294e+00	-2.121320343560e-01	2.610000000000e-01	5.000000000000e-01	
  10	JET	7.500000000000e-01	3.240000000000e+02	3.190000000000e+02	2.780000000000e+01	4.000000000000e+00	8.062000000000e-01	2.900000000000e+00	1.390000000000e-01	5.000000000000e-01	8.845905832644e-01	3.181980515339e+00	8.845905832644e-01	3.181980515339e+00	4.309000000000e-01	1.550000000000e+00	4.309000000000e-01	1.550000000000e+00	-3.058000000000e-01	-1.100000000000e+00	-3.058000000000e-01	-1.100000000000e+00	7.863027406794e-02	2.828427124746e-01	-7.863027406794e-02	-2.828427124746e-01	1.769181166529e-01	6.363961030679e-01	-1.376029796189e-01	-4.949747468306e-01	8.845905832644e-01	-1.414213562373e-01	1.112000000000e-01	4.000000000000e-01	
